@relation wine_descriptors
@attribute word string
@attribute pos {Adjective, Noun, Verb, Other}
@attribute wordLength Numeric
@attribute containsDigit {True, False}
@attribute prevWordPOS {Adjective, Noun, Verb, Other, Empty}
@attribute nextWordPOS {Adjective, Noun, Verb, Other, Empty}
@attribute isContextuallyDescriptive {True, False}
@attribute Suffix {berry, ic, y, ous, ness, -like, al, ish, False}
@attribute keyWord {True, False}
@attribute wordWeight Numeric
@data
"while",Other,5,False,Noun,Adjective,False,False,False,0
"white",Adjective,5,False,Other,Noun,False,False,True,0.8
"almond",Noun,6,False,Adjective,Other,True,False,True,0.8
"and",Other,3,False,Noun,Adjective,False,False,False,0
"savory",Adjective,6,False,Other,Noun,False,y,True,0.2
"mineral",Noun,7,False,Adjective,Noun,True,al,True,0.2
"note",Noun,5,False,Noun,Verb,False,False,False,0
"grace",Verb,5,False,Noun,Other,False,False,False,0
"the",Other,3,False,Verb,Verb,False,False,False,0
"linger",Verb,9,False,Other,Noun,False,False,False,0
"finish",Noun,6,False,Verb,Other,False,ish,False,0
".",Other,1,False,Noun,Other,False,False,False,0
"from",Other,4,False,Other,Other,False,False,False,0
"18",Other,2,True,Other,Other,False,False,False,0
"-",Other,1,False,Other,Noun,False,False,False,0
"year",Noun,4,False,Other,Other,False,False,False,0
"-",Other,1,False,Noun,Adjective,False,False,False,0
"old",Adjective,3,False,Other,Noun,False,False,False,0
"vine",Noun,5,False,Adjective,Other,True,False,False,0
",",Other,1,False,Noun,Other,False,False,False,0
"this",Other,4,False,Other,Adjective,False,False,False,0
"supple",Adjective,6,False,Other,Other,False,False,True,0.4
"well",Other,4,False,Adjective,Other,False,False,False,0
"-",Other,1,False,Other,Adjective,False,False,False,0
"balanced",Adjective,8,False,Other,Noun,False,False,True,0.5
"effort",Noun,6,False,Adjective,Verb,True,False,False,0
"blend",Verb,6,False,Noun,Noun,False,False,True,0.6
"flavor",Noun,7,False,Verb,Other,False,False,True,0.6
"of",Other,2,False,Noun,Noun,False,False,False,0
"mocha",Noun,5,False,Other,Other,False,False,True,0.8
",",Other,1,False,Noun,Noun,False,False,False,0
"cherry",Noun,6,False,Other,Other,False,y,True,0.8
",",Other,1,False,Noun,Noun,False,False,False,0
"vanilla",Noun,7,False,Other,Other,False,False,True,0.8
"and",Other,3,False,Noun,Noun,False,False,False,0
"breakfast",Noun,9,False,Other,Noun,False,False,False,0
"tea",Noun,3,False,Noun,Other,False,False,True,0.8
".",Other,1,False,Noun,Other,False,False,False,0
"superbly",Other,8,False,Other,Verb,False,y,False,0
"integrate",Verb,10,False,Other,Other,False,False,False,0
"and",Other,3,False,Verb,Adjective,False,False,False,0
"delicious",Adjective,9,False,Other,Other,False,ous,True,0.4
"even",Other,4,False,Adjective,Other,False,False,False,0
"at",Other,2,False,Other,Other,False,False,False,0
"this",Other,4,False,Other,Adjective,False,False,False,0
"early",Adjective,5,False,Other,Noun,False,y,False,0
"stage",Noun,5,False,Adjective,Other,True,False,False,0
",",Other,1,False,Noun,Other,False,False,False,0
"this",Other,4,False,Other,Noun,False,False,False,0
"wine",Noun,4,False,Other,Verb,False,False,True,0.3
"seem",Verb,5,False,Noun,Verb,False,False,False,0
"destine",Verb,8,False,Verb,Other,False,False,False,0
"for",Other,3,False,Verb,Other,False,False,False,0
"a",Other,1,False,Other,Adjective,False,False,False,0
"long",Adjective,4,False,Other,Other,False,False,False,0
"and",Other,3,False,Adjective,Adjective,False,False,False,0
"savory",Adjective,6,False,Other,Adjective,True,y,True,0.2
"cellar",Adjective,6,False,Adjective,Noun,False,False,False,0
"life",Noun,4,False,Adjective,Other,True,False,False,0
".",Other,1,False,Noun,Verb,False,False,False,0
"drink",Verb,5,False,Other,Other,False,False,False,0
"now",Other,3,False,Verb,Other,False,False,False,0
"through",Other,7,False,Other,Other,False,False,False,0
"2028",Other,4,True,Other,Other,False,False,False,0
".",Other,1,False,Other,Other,False,False,False,0
"a",Other,1,False,Other,Noun,False,False,False,0
"standout",Noun,8,False,Other,Other,False,False,False,0
"even",Other,4,False,Noun,Other,False,False,False,0
"in",Other,2,False,Other,Other,False,False,False,0
"this",Other,4,False,Other,Adjective,False,False,False,0
"terrific",Adjective,8,False,Other,Noun,False,ic,False,0
"lineup",Noun,6,False,Adjective,Other,True,False,False,0
"of",Other,2,False,Noun,Other,False,False,False,0
"2015",Other,4,True,Other,Noun,False,False,False,0
"release",Noun,8,False,Other,Other,False,False,False,0
"from",Other,4,False,Noun,Noun,False,False,False,0
"Patricia",Noun,8,False,Other,Noun,False,False,False,0
"Green",Noun,5,False,Noun,Other,False,False,True,0.5
",",Other,1,False,Noun,Other,False,False,False,0
"the",Other,3,False,Other,Noun,False,False,False,0
"Weber",Noun,5,False,Other,Verb,False,False,False
"open",Verb,5,False,Noun,Other,False,False,False,0
"with",Other,4,False,Verb,Other,False,False,False,0
"a",Other,1,False,Other,Noun,False,False,False,0
"burst",Noun,5,False,Other,Other,False,False,False,0
"of",Other,2,False,Noun,Noun,False,False,False,0
"cola",Noun,4,False,Other,Other,False,False,True,0.8
"and",Other,3,False,Noun,Noun,False,False,False,0
"tobacco",Noun,7,False,Other,Noun,False,False,True,0.8
"scent",Noun,6,False,Noun,Other,False,False,True,0.8
"and",Other,3,False,Noun,Noun,False,False,False,0
"accent",Noun,7,False,Other,Other,False,False,False,0
".",Other,1,False,Noun,Other,False,False,False,0
"it",Other,2,False,Other,Verb,False,False,False,0
"continue",Verb,9,False,Other,Other,False,False,False,0
",",Other,1,False,Verb,Adjective,False,False,False,0
"subtle",Adjective,6,False,Other,Other,False,False,True,0.5
"and",Other,3,False,Adjective,Adjective,False,False,False,0
"detailed",Adjective,8,False,Other,Other,False,False,False,0
",",Other,1,False,Adjective,Other,False,False,False,0
"with",Other,4,False,Other,Noun,False,False,False,0
"flavor",Noun,7,False,Other,Other,False,False,True,0.6
"of",Other,2,False,Noun,Noun,False,False,False,0
"orange",Noun,7,False,Other,Other,False,False,True,0.8
",",Other,1,False,Noun,Noun,False,False,False,0
"vanilla",Noun,7,False,Other,Other,False,False,True,0.8
",",Other,1,False,Noun,Noun,False,False,False,0
"tea",Noun,3,False,Other,Other,False,False,True,0.8
"and",Other,3,False,Noun,Noun,False,False,False,0
"milk",Noun,4,False,Other,Noun,False,False,True,0.8
"chocolate",Noun,9,False,Noun,Other,False,False,True,0.8
"discreetly",Other,10,False,Noun,Verb,False,y,False,0
"thread",Verb,8,False,Other,Other,False,False,False,0
"through",Other,7,False,Verb,Adjective,False,False,False,0
"ripe",Adjective,4,False,Other,Noun,False,False,True,0.8
"blackberry",Noun,10,False,Adjective,Noun,True,berry,True,0.8
"fruit",Noun,5,False,Noun,Other,False,False,True,0.8
".",Other,1,False,Noun,Other,False,False,False,0
"this",Other,4,False,Other,Noun,False,False,False,0
"wine",Noun,4,False,Other,Verb,False,False,True,0.3
"be",Verb,2,False,Noun,Other,False,False,False,0
"in",Other,2,False,Verb,Noun,False,False,False,0
"peak",Noun,4,False,Other,Noun,False,False,False,0
"condition",Noun,9,False,Noun,Other,False,False,False,0
".",Other,1,False,Noun,Other,False,False,False,0
"the",Other,3,False,Other,Noun,False,False,False,0
"tannin",Noun,7,False,Other,Other,False,False,True,0.8
"and",Other,3,False,Noun,Other,False,False,False,0
"the",Other,3,False,Other,Adjective,False,False,False,0
"secondary",Adjective,9,False,Other,Noun,False,y,False,0
"flavor",Noun,7,False,Adjective,Verb,True,False,True,0.6
"dominate",Verb,8,False,Noun,Other,False,False,False,0
"this",Other,4,False,Verb,Adjective,False,False,False,0
"ripe",Adjective,4,False,Other,Noun,False,False,True,0.8
"leather",Noun,7,False,Adjective,Other,True,False,True,0.8
"-",Other,1,False,Noun,Verb,False,False,False,0
"texture",Verb,8,False,Other,Noun,False,False,True,0.4
"wine",Noun,4,False,Verb,Other,False,False,True,0.3
".",Other,1,False,Noun,Other,False,False,False,0
"the",Other,3,False,Other,Noun,False,False,False,0
"fruit",Noun,5,False,Other,Verb,False,False,True,0.4
"be",Verb,2,False,Noun,Other,False,False,False,0
"all",Other,3,False,Verb,Other,False,False,False,0
"there",Other,5,False,Other,Other,False,False,False,0
"as",Other,2,False,Other,Other,False,False,False,0
"well",Other,4,False,Other,Other,False,False,False,0
":",Other,1,False,Other,Verb,False,False,False,0
"dry",Verb,5,False,Other,Noun,False,False,True,0.8
"berry",Noun,7,False,Verb,Other,False,False,True,0.8
"and",Other,3,False,Noun,Noun,False,False,False,0
"hint",Noun,5,False,Other,Other,False,False,True,0.8
"of",Other,2,False,Noun,Adjective,False,False,False
"black",Adjective,5,False,Other,Other,False,False,True,0.8
"-",Other,1,False,Adjective,Noun,False,False,False,0
"plum",Noun,4,False,Other,Noun,False,False,True,0.8
"skin",Noun,5,False,Noun,Other,False,False,False,0
".",Other,1,False,Noun,Other,False,False,False,0
"it",Other,2,False,Other,Verb,False,False,False,0
"be",Verb,2,False,Other,Other,False,False,False,0
"a",Other,1,False,Verb,Adjective,False,False,False,0
"major",Adjective,5,False,Other,Noun,False,False,False,0
"wine",Noun,4,False,Adjective,Noun,True,False,True,0.3
"right",Noun,5,False,Noun,Other,False,False,False,0
"at",Other,2,False,Noun,Other,False,False,False,0
"the",Other,3,False,Other,Noun,False,False,False,0
"point",Noun,5,False,Other,Other,False,False,False,0
"of",Other,2,False,Noun,Verb,False,False,False,0
"drink",Verb,8,False,Other,Other,False,False,False,0
"with",Other,4,False,Verb,Other,False,False,False,0
"both",Other,4,False,Other,Other,False,False,False,0
"the",Other,3,False,Other,Adjective,False,False,False,0
"mature",Adjective,6,False,Other,Noun,False,False,True,0.6
"flavor",Noun,7,False,Adjective,Other,True,False,True,0.6
"and",Other,3,False,Noun,Other,False,False,False,0
"the",Other,3,False,Other,Noun,False,False,False,0
"fruit",Noun,5,False,Other,Other,False,False,True,0.4
"in",Other,2,False,Noun,Other,False,False,False,0
"the",Other,3,False,Other,Adjective,False,False,False,0
"right",Adjective,5,False,Other,Noun,False,False,False,0
"balance",Noun,7,False,Adjective,Other,True,False,True,0.5
".",Other,1,False,Noun,Other,False,False,False,0
"with",Other,4,False,Other,Other,False,False,False,0
"its",Other,3,False,Other,Adjective,False,False,False,0
"sophisticated",Adjective,13,False,Other,Noun,False,False,True,0.2
"mix",Noun,3,False,Adjective,Other,True,False,False,0
"of",Other,2,False,Noun,Noun,False,False,False,0
"mineral",Noun,7,False,Other,Other,False,al,True,0.2
",",Other,1,False,Noun,Noun,False,False,False,0
"acid",Noun,4,False,Other,Other,False,False,True,0.8
"and",Other,3,False,Noun,Noun,False,False,False,0
"tart",Noun,4,False,Other,Noun,False,False,True,0.8
"fruit",Noun,6,False,Noun,Other,False,False,True,0.8
",",Other,1,False,Noun,Other,False,False,False,0
"this",Other,4,False,Other,Adjective,False,False,False,0
"seductive",Adjective,9,False,Other,Noun,False,False,False,0
"effort",Noun,6,False,Adjective,Verb,True,False,False,0
"please",Verb,7,False,Noun,Other,False,False,False,0
"from",Other,4,False,Verb,Noun,False,False,False,0
"start",Noun,5,False,Other,Other,False,False,False,0
"to",Other,2,False,Noun,Noun,False,False,False,0
"finish",Noun,6,False,Other,Other,False,ish,True,0.5
".",Other,1,False,Noun,Adjective,False,False,False,0
"supple",Adjective,6,False,Other,Other,False,False,True,0.4
"and",Other,3,False,Adjective,Adjective,False,False,False,0
"dense",Adjective,5,False,Other,Other,False,False,True,0.3
",",Other,1,False,Adjective,Other,False,False,False,0
"it",Other,2,False,Other,Verb,False,False,False,0
"be",Verb,2,False,Other,Verb,False,False,False,0
"get",Verb,3,False,Verb,Noun,False,False,False,0
"strawberry",Noun,10,False,Verb,Other,False,berry,True,0.8
",",Other,1,False,Noun,Noun,False,False,False,0
"blueberry",Noun,9,False,Other,Other,False,berry,True,0.8
",",Other,1,False,Noun,Noun,False,False,False,0
"plum",Noun,4,False,Other,Other,False,False,True,0.8
"and",Other,3,False,Noun,Adjective,False,False,False,0
"black",Adjective,5,False,Other,Noun,False,False,True,0.8
"cherry",Noun,6,False,Adjective,Other,True,y,True,0.8
",",Other,1,False,Noun,Other,False,False,False,0
"a",Other,1,False,Other,Noun,False,False,False,0
"touch",Noun,5,False,Other,Other,False,False,False,0
"of",Other,2,False,Noun,Noun,False,False,False,0
"chocolate",Noun,9,False,Other,Other,False,False,True,0.8
",",Other,1,False,Noun,Other,False,False,False,0
"and",Other,3,False,Other,Other,False,False,False,0
"that",Other,4,False,Other,Adjective,False,False,False,0
"underlying",Adjective,10,False,Other,Noun,False,False,False,0
"streak",Noun,6,False,Adjective,Other,True,False,False,0
"of",Other,2,False,Noun,Noun,False,False,False,0
"mineral",Noun,7,False,Other,Other,False,al,True,0.2
".",Other,1,False,Noun,Other,False,False,False,0
"all",Other,3,False,Other,Other,False,False,False,0
"this",Other,5,False,Other,Noun,False,False,False,0
"element",Noun,8,False,Other,Verb,False,False,False,0
"be",Verb,3,False,Noun,Other,False,False,False,0
"in",Other,2,False,Verb,Adjective,False,False,False,0
"good",Adjective,4,False,Other,Noun,False,False,False,0
"proportion",Noun,10,False,Adjective,Other,True,False,False,0
"and",Other,3,False,Noun,Verb,False,False,False,0
"finish",Verb,6,False,Other,Other,False,ish,True,0.5
"with",Other,4,False,Verb,Other,False,False,False,0
"a",Other,2,False,Other,Adjective,False,False,False,0
"appealing",Adjective,9,False,Other,Adjective,True,False,True,0.3
"silky",Adjective,5,False,Adjective,Noun,False,y,True,0.3
"texture",Noun,7,False,Adjective,Other,True,False,True,0.4
".",Other,1,False,Noun,Other,False,False,False,0
"it",Other,2,False,Other,Verb,False,False,False,0
"be",Verb,2,False,Other,Adjective,False,False,False,0
"delicious",Adjective,9,False,Verb,Other,False,ous,True,0.4
"already",Other,7,False,Adjective,Other,False,y,False,0
",",Other,1,False,Other,Other,False,False,False,0
"but",Other,3,False,Other,Verb,False,False,False,0
"give",Verb,4,False,Other,Other,False,False,False,0
"it",Other,2,False,Verb,Other,False,False,False,0
"another",Other,7,False,Other,Noun,False,False,False,0
"decade",Noun,6,False,Other,Other,False,False,False,0
"for",Other,3,False,Noun,Adjective,False,False,False,0
"full",Adjective,4,False,Other,Noun,False,False,False,0
"enjoyment",Noun,9,False,Adjective,Other,True,False,False,0
".",Other,1,False,Noun,Verb,False,False,False,0
"drink",Verb,5,False,Other,Other,False,False,False,0
"now",Other,3,False,Verb,Other,False,False,False,0
"through",Other,7,False,Other,Other,False,False,False,0
"2028",Other,4,True,Other,Other,False,False,False,0
".",Other,1,False,Other,Other,False,False,False,0
"first",Other,5,False,Other,Verb,False,False,False,0
"make",Verb,4,False,Other,Other,False,False,False,0
"in",Other,2,False,Verb,Other,False,False,False,0
"2006",Other,4,True,Other,Other,False,False,False,0
",",Other,1,False,Other,Other,False,False,False,0
"this",Other,4,False,Other,Adjective,False,False,False,0
"succulent",Adjective,9,False,Other,Adjective,True,False,True,0.3
"luscious",Adjective,8,False,Adjective,Noun,False,ous,True,0.3
"chardonnay",Noun,10,False,Adjective,Verb,True,y,True,0.8
"be",Verb,2,False,Noun,Other,False,False,False,0
"all",Other,3,False,Verb,Other,False,False,False,0
"about",Other,5,False,Other,Noun,False,False,False,0
"minerality",Noun,10,False,Other,Other,False,y,True,0.2
".",Other,1,False,Noun,Other,False,False,False,0
"it",Other,2,False,Other,Verb,False,False,False,0
"be",Verb,2,False,Other,Verb,False,False,False,0
"get",Verb,3,False,Verb,Other,False,False,False,0
"a",Other,1,False,Verb,Adjective,False,False,False,0
"rich",Adjective,4,False,Other,Noun,False,False,True,0.4
"core",Noun,4,False,Adjective,Other,True,False,False,0
"of",Other,2,False,Noun,Noun,False,False,False,0
"butterscotch",Noun,12,False,Other,Other,False,False,True,0.8
"and",Other,3,False,Noun,Other,False,False,False,0
"the",Other,3,False,Other,Other,False,False,False,0
"seemingly",Other,9,False,Other,Adjective,False,y,False,0
"endless",Adjective,7,False,Other,Noun,False,False,False,0
"layer",Noun,6,False,Adjective,Other,True,False,True,0.6
"of",Other,2,False,Noun,Adjective,False,False,False,0
"subtle",Adjective,6,False,Other,Noun,False,False,True,0.6
"flavor",Noun,7,False,Adjective,Other,True,False,True,0.6
"that",Other,4,False,Noun,Adjective,False,False,False
"biodynamic",Adjective,10,False,Other,Noun,False,ic,True,0.2
"farming",Noun,7,False,Adjective,Other,True,False,False,0
"can",Other,3,False,Noun,Verb,False,False,False,0
"bring",Verb,5,False,Other,Other,False,False,False,0
".",Other,1,False,Verb,Other,False,False,False,0
"it",Other,2,False,Other,Verb,False,False,False,0
"spend",Verb,6,False,Other,Other,False,False,False,0
"18",Other,2,True,Verb,Noun,False,False,False,0
"month",Noun,6,False,Other,Other,False,False,False,0
"on",Other,2,False,Noun,Other,False,False,False,0
"the",Other,3,False,Other,Noun,False,False,False,0
"lees",Noun,4,False,Other,Adjective,False,False,False,0
"prior",Adjective,5,False,Noun,Other,False,False,False,0
"to",Other,2,False,Adjective,Noun,False,False,False,0
"bottling",Noun,8,False,Other,Other,False,False,False,0
".",Other,1,False,Noun,Verb,False,False,False,0
"drink",Verb,5,False,Other,Other,False,False,False,0
"now",Other,3,False,Verb,Other,False,False,False,0
"through",Other,7,False,Other,Other,False,False,False,0
"2028",Other,4,True,Other,Other,False,False,False,0
".",Other,1,False,Other,Other,False,False,False,0
"this",Other,4,False,Other,Noun,False,False,False,0
"blockbuster",Noun,11,False,Other,Other,False,False,False,0
",",Other,1,False,Noun,Noun,False,False,False,0
"powerhouse",Noun,10,False,Other,Other,False,False,False,0
"of",Other,2,False,Noun,Other,False,False,False,0
"a",Other,1,False,Other,Noun,False,False,False,0
"wine",Noun,4,False,Other,Verb,False,False,True,0.3
"suggest",Verb,8,False,Noun,Adjective,False,False,False,0
"blueberry",Adjective,9,False,Verb,Noun,False,berry,True,0.8
"pie",Noun,3,False,Adjective,Other,True,False,True,0.8
"and",Other,3,False,Noun,Noun,False,False,False,0
"chocolate",Noun,9,False,Other,Other,False,False,True,0.8
"as",Other,2,False,Noun,Other,False,False,False,0
"it",Other,2,False,Other,Verb,False,False,False,0
"open",Verb,5,False,Other,Other,False,False,False,0
"in",Other,2,False,Verb,Other,False,False,False,0
"the",Other,3,False,Other,Noun,False,False,False,0
"glass",Noun,5,False,Other,Other,False,False,False,0
".",Other,1,False,Noun,Other,False,False,False,0
"on",Other,2,False,Other,Other,False,False,False,0
"the",Other,3,False,Other,Noun,False,False,False,0
"palate",Noun,6,False,Other,Other,False,False,True,0.2
",",Other,1,False,Noun,Other,False,False,False,0
"it",Other,2,False,Other,Verb,False,False,False,0
"be",Verb,2,False,Other,Adjective,False,False,False,0
"smooth",Adjective,6,False,Verb,Other,False,False,True,0.3
"and",Other,3,False,Adjective,Other,False,False,False,0
"seductively",Other,11,False,Other,Adjective,False,y,False,0
"silky",Adjective,5,False,Other,Other,False,y,True,0.3
",",Other,1,False,Adjective,Verb,False,False,False,0
"offer",Verb,8,False,Other,Adjective,False,False,False,0
"complex",Adjective,7,False,Verb,Noun,False,False,True,0.5
"cedar",Noun,5,False,Adjective,Other,True,False,True,0.8
",",Other,1,False,Noun,Noun,False,False,False,0
"peppercorn",Noun,10,False,Other,Other,False,False,True,0.8
"and",Other,3,False,Noun,Adjective,False,False,False,0
"peppery",Adjective,7,False,Other,Noun,False,y,True,0.8
"oak",Noun,3,False,Adjective,Noun,True,False,True,0.8
"seasoning",Noun,10,False,Noun,Other,False,False,False,0
"amidst",Other,6,False,Noun,Other,False,False,False,0
"its",Other,3,False,Other,Adjective,False,False,False,0
"dense",Adjective,5,False,Other,Noun,False,False,True,0.3
"richness",Noun,8,False,Adjective,Other,True,ness,True,0.4
".",Other,1,False,Noun,Other,False,False,False,0
"it",Other,2,False,Other,Verb,False,False,False,0
"finish",Verb,8,False,Other,Other,False,False,True,0.5
"with",Other,4,False,Verb,Verb,False,False,False,0
"finesse",Verb,7,False,Other,Other,False,False,False,0
"and",Other,3,False,Verb,Verb,False,False,False,0
"spice",Verb,5,False,Other,Other,False,False,True,0.8
".",Other,1,False,Verb,Other,False,False,False,0
"nicely",Other,6,False,Other,Verb,False,y,False,0
"oak",Verb,5,False,Other,Noun,False,False,True,0.8
"blackberry",Noun,10,False,Verb,Other,False,berry,True,0.8
",",Other,1,False,Noun,Noun,False,False,False,0
"licorice",Noun,8,False,Other,Other,False,False,True,0.8
",",Other,1,False,Noun,Noun,False,False,False,0
"vanilla",Noun,7,False,Other,Other,False,False,True,0.8
"and",Other,3,False,Noun,Adjective,False,False,False,0
"charred",Adjective,7,False,Other,Noun,False,False,True,0.8
"aroma",Noun,6,False,Adjective,Verb,True,False,True,0.8
"be",Verb,3,False,Noun,Adjective,False,False,False,0
"smooth",Adjective,6,False,Verb,Other,False,False,True,0.3
"and",Other,3,False,Adjective,Adjective,False,False,False,0
"sultry",Adjective,6,False,Other,Other,False,y,True,0.3
".",Other,1,False,Adjective,Other,False,False,False,0
"this",Other,4,False,Other,Verb,False,False,False,0
"be",Verb,2,False,Other,Other,False,False,False,0
"a",Other,2,False,Verb,Adjective,False,False,False,0
"outstanding",Adjective,11,False,Other,Noun,False,False,False,0
"wine",Noun,4,False,Adjective,Other,True,False,True,0.3
"from",Other,4,False,Noun,Other,False,False,False,0
"a",Other,2,False,Other,Adjective,False,False,False,0
"excellent",Adjective,9,False,Other,Noun,False,False,False,0
"year",Noun,4,False,Adjective,Other,True,False,False,0
".",Other,1,False,Noun,Noun,False,False,False,0
"Forward",Noun,7,False,Other,Noun,False,False,False,0
"barrel",Noun,6,False,Noun,Other,False,False,True,0.8
"-",Other,1,False,Noun,Noun,False,False,False,0
"spice",Noun,5,False,Other,Other,False,False,True,0.8
"and",Other,3,False,Noun,Noun,False,False,False,0
"mocha",Noun,5,False,Other,Noun,False,False,True,0.8
"flavor",Noun,7,False,Noun,Verb,False,False,True,0.6
"adorn",Verb,5,False,Noun,Noun,False,False,False,0
"core",Noun,4,False,Verb,Noun,False,False,False,0
"blackberry",Noun,10,False,Noun,Other,False,berry,True,0.8
"and",Other,3,False,Noun,Noun,False,False,False,0
"raspberry",Noun,9,False,Other,Noun,False,berry,True,0.8
"fruit",Noun,5,False,Noun,Other,False,False,True,0.8
",",Other,1,False,Noun,Other,False,False,False,0
"while",Other,5,False,Other,Other,False,False,False,0
"this",Other,4,False,Other,Verb,False,False,False,0
"run",Verb,4,False,Other,Other,False,False,False,0
"long",Other,4,False,Verb,Other,False,False,False,0
"and",Other,3,False,Other,Verb,False,False,False,0
"taste",Verb,6,False,Other,Other,False,False,True,0.4
"vaguely",Other,7,False,Verb,Adjective,False,y,True,0.4
"chocolaty",Adjective,9,False,Other,Other,False,y,True,0.8
"on",Other,2,False,Adjective,Other,False,False,False,0
"the",Other,3,False,Other,Adjective,False,False,False,0
"velvety",Adjective,7,False,Other,Noun,False,y,True,0.5
"finish",Noun,6,False,Adjective,Other,True,ish,True,0
".",Other,1,False,Noun,Verb,False,False,False,0
"enjoy",Verb,5,False,Other,Other,False,y,False,0
"this",Other,4,False,Verb,Adjective,False,False,False,0
"top",Adjective,3,False,Other,Other,False,False,False,0
"-",Other,1,False,Adjective,Noun,False,False,False,0
"notch",Noun,5,False,Other,Noun,False,False,True,1
"Tempranillo",Noun,11,False,Noun,Other,False,False,True,1
"through",Other,7,False,Noun,Other,False,False,False,0
"2030",Other,4,True,Other,Other,False,False,False,0
".",Other,1,False,Other,Verb,False,False,False,0
"come",Verb,6,False,Other,Other,False,False,False,0
"from",Other,4,False,Verb,Other,False,False,False,0
"a",Other,1,False,Other,Other,False,False,False,0
"seven",Other,5,False,Other,Other,False,False,False,0
"-",Other,1,False,Other,Noun,False,False,False,0
"acre",Noun,4,False,Other,Noun,False,False,False,0
"vineyard",Noun,8,False,Noun,Verb,False,False,False,0
"name",Verb,5,False,Noun,Other,False,False,False,0
"after",Other,5,False,Verb,Other,False,False,False,0
"the",Other,3,False,Other,Noun,False,False,False,0
"dovecote",Noun,8,False,Other,Other,False,False,False,0
"on",Other,2,False,Noun,Other,False,False,False,0
"the",Other,3,False,Other,Noun,False,False,False,0
"property",Noun,8,False,Other,Other,False,y,False,0
",",Other,1,False,Noun,Other,False,False,False,0
"this",Other,4,False,Other,Verb,False,False,False,0
"be",Verb,2,False,Other,Other,False,False,False,0
"a",Other,1,False,Verb,Adjective,False,False,False,0
"magnificent",Adjective,11,False,Other,Noun,False,False,True,0.3
"wine",Noun,4,False,Adjective,Other,True,False,True,0.3
".",Other,1,False,Noun,Verb,False,False,False,0
"power",Verb,7,False,Other,Other,False,False,False,0
"by",Other,2,False,Verb,Other,False,y,False,0
"both",Other,4,False,Other,Noun,False,False,False,0
"fruit",Noun,5,False,Other,Noun,False,False,True,0.4
"tannin",Noun,7,False,Noun,Other,False,False,True,0.8
"and",Other,3,False,Noun,Other,False,False,False,0
"the",Other,3,False,Other,Other,False,False,False,0
"28",Other,2,True,Other,Noun,False,False,False,0
"month",Noun,6,False,Other,Other,False,False,False,0
"of",Other,2,False,Noun,Adjective,False,False,False,0
"new",Adjective,3,False,Other,Noun,False,False,False,0
"wood",Noun,4,False,Adjective,Noun,True,False,True,0.8
"aging",Noun,5,False,Noun,Other,False,False,False,0
",",Other,1,False,Noun,Other,False,False,False,0
"it",Other,2,False,Other,Verb,False,False,False,0
"be",Verb,2,False,Other,Other,False,False,False,0
"darkly",Other,6,False,Verb,Adjective,False,y,True,0.8
"rich",Adjective,4,False,Other,Other,False,False,True,0.8
"and",Other,3,False,Adjective,Other,False,False,False,0
"with",Other,4,False,Other,Adjective,False,False,False,0
"great",Adjective,5,False,Other,Noun,False,False,False,0
"concentration",Noun,13,False,Adjective,Other,True,False,True,0.4
".",Other,1,False,Noun,Other,False,False,False,0
"as",Other,2,False,Other,Other,False,False,False,0
"a",Other,1,False,Other,Noun,False,False,False,0
"sign",Noun,4,False,Other,Other,False,False,False,0
"of",Other,2,False,Noun,Other,False,False,False,0
"its",Other,3,False,Other,Noun,False,False,False,0
"pedigree",Noun,8,False,Other,Other,False,False,False,0
",",Other,1,False,Noun,Other,False,False,False,0
"there",Other,5,False,Other,Verb,False,False,False,0
"be",Verb,2,False,Other,Other,False,False,False,0
"also",Other,4,False,Verb,Noun,False,False,False,0
"elegance",Noun,8,False,Other,Other,False,False,True,0.4
"here",Other,4,False,Noun,Other,False,False,False,0
",",Other,1,False,Other,Other,False,False,False,0
"a",Other,1,False,Other,Noun,False,False,False,0
"restraint",Noun,9,False,Other,Other,False,False,False,0
"which",Other,5,False,Noun,Verb,False,False,False,0
"be",Verb,2,False,Other,Adjective,False,False,False,0
"new",Adjective,3,False,Verb,Other,False,False,False,0
"to",Other,2,False,Adjective,Other,False,False,False,0
"this",Other,4,False,Other,Noun,False,False,False,0
"wine",Noun,4,False,Other,Other,False,False,True,0.3
".",Other,1,False,Noun,Other,False,False,False,0
"that",Other,4,False,Other,Verb,False,False,False,0
"make",Verb,5,False,Other,Other,False,False,False,0
"it",Other,2,False,Verb,Other,False,False,False,0
"a",Other,1,False,Other,Noun,False,False,False,0
"wine",Noun,4,False,Other,Other,False,False,True,0.3
"for",Other,3,False,Noun,Adjective,False,False,False,0
"long",Adjective,4,False,Other,Other,False,False,False,0
"-",Other,1,False,Adjective,Noun,False,False,False,0
"term",Noun,4,False,Other,Noun,False,False,False,0
"aging",Noun,5,False,Noun,Other,False,False,False,0
".",Other,1,False,Noun,Verb,False,False,False,0
"drink",Verb,5,False,Other,Other,False,False,False,0
"from",Other,4,False,Verb,Other,False,False,False,0
"2022",Other,4,True,Other,Other,False,False,False,0
".",Other,1,False,Other,Other,False,False,False,0
"this",Other,4,False,Other,Adjective,False,False,False,0
"fresh",Adjective,5,False,Other,Other,False,False,True,0.8
"and",Other,3,False,Adjective,Adjective,False,False,False,0
